pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,0.860211,1.889254,2.196269,0.286737,0.629751
unrelated,0.868500,1.906980,2.195718,0.217125,0.476745
unrelated,0.845207,1.858891,2.199332,0.211302,0.464723
unrelated,0.884810,1.941142,2.193852,0.221202,0.485285
unrelated,0.686917,1.516153,2.207187,0.228972,0.505384
unrelated,0.614952,1.356199,2.205375,0.153738,0.339050
unrelated,0.634057,1.400637,2.209007,0.158514,0.350159
unrelated,0.704347,1.549847,2.200404,0.176087,0.387462
unrelated,0.803866,1.770503,2.202485,0.267955,0.590168
unrelated,0.844906,1.858336,2.199460,0.211226,0.464584
unrelated,0.848371,1.866585,2.200199,0.212093,0.466646
unrelated,0.876436,1.924273,2.195565,0.219109,0.481068
ancestor-descendant,0.162939,0.357870,2.196338,0.162939,0.357870
ancestor-descendant,0.089439,0.202933,2.268963,0.044719,0.101466
ancestor-descendant,0.192720,0.437628,2.270794,0.064240,0.145876
