pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,1.360935,2.844365,2.090008,1.360935,2.844365
unrelated,1.313634,2.766086,2.105676,1.313634,2.766086
unrelated,1.365702,2.859047,2.093464,0.455234,0.953016
unrelated,1.198519,2.555486,2.132202,0.599260,1.277743
unrelated,1.087359,2.338143,2.150296,1.087359,2.338143
unrelated,1.063054,2.290307,2.154461,1.063054,2.290307
unrelated,1.173724,2.508299,2.137043,1.173724,2.508299
unrelated,1.095218,2.353908,2.149261,1.095218,2.353908
unrelated,1.185389,2.530213,2.134500,1.185389,2.530213
unrelated,1.189141,2.537845,2.134184,1.189141,2.537845
unrelated,1.105583,2.372191,2.145646,1.105583,2.372191
unrelated,1.157373,2.476262,2.139553,1.157373,2.476262
unrelated,1.204143,2.566555,2.131437,1.204143,2.566555
unrelated,1.206175,2.570256,2.130915,1.206175,2.570256
unrelated,1.215820,2.588458,2.128981,1.215820,2.588458
unrelated,1.301666,2.747219,2.110541,1.301666,2.747219
unrelated,1.293932,2.732153,2.111512,0.646966,1.366077
unrelated,1.386379,2.895524,2.088552,1.386379,2.895524
unrelated,1.360842,2.851157,2.095142,1.360842,2.851157
unrelated,1.510523,3.100650,2.052700,1.510523,3.100650
unrelated,1.373894,2.874166,2.091986,1.373894,2.874166
unrelated,1.390422,2.902155,2.087248,1.390422,2.902155
unrelated,1.387656,2.897548,2.088089,1.387656,2.897548
unrelated,1.421789,2.954532,2.078038,1.421789,2.954532
unrelated,1.377550,2.879668,2.090427,1.377550,2.879668
unrelated,1.247825,2.648593,2.122569,1.247825,2.648593
unrelated,1.267267,2.684535,2.118366,1.267267,2.684535
unrelated,1.237175,2.628859,2.124889,1.237175,2.628859
unrelated,1.237241,2.628990,2.124881,1.237241,2.628990
unrelated,1.449361,2.999284,2.069384,0.724680,1.499642
unrelated,1.572509,3.191539,2.029584,1.572509,3.191539
unrelated,1.587046,3.206004,2.020108,1.587046,3.206004
unrelated,1.572075,3.193274,2.031248,1.572075,3.193274
unrelated,1.572392,3.193141,2.030754,1.572392,3.193141
unrelated,1.445852,2.992522,2.069729,1.445852,2.992522
unrelated,1.394999,2.906148,2.083262,1.394999,2.906148
unrelated,1.467536,3.029086,2.064063,1.467536,3.029086
unrelated,1.466556,3.027532,2.064382,1.466556,3.027532
unrelated,1.403354,2.919537,2.080399,1.403354,2.919537
unrelated,1.421247,2.949395,2.075216,1.421247,2.949395
unrelated,1.328005,2.793866,2.103806,1.328005,2.793866
unrelated,1.453083,2.999338,2.064121,1.453083,2.999338
unrelated,1.032009,2.229702,2.160545,0.344003,0.743234
unrelated,1.143768,2.449633,2.141722,0.571884,1.224817
unrelated,1.116112,2.394034,2.144977,1.116112,2.394034
unrelated,1.059602,2.280157,2.151899,1.059602,2.280157
unrelated,1.132650,2.427513,2.143215,1.132650,2.427513
unrelated,0.992348,2.137351,2.153833,0.992348,2.137351
unrelated,1.170616,2.503394,2.138527,1.170616,2.503394
unrelated,1.096158,2.359453,2.152474,1.096158,2.359453
unrelated,1.180042,2.521022,2.136382,1.180042,2.521022
unrelated,1.150919,2.465144,2.141892,1.150919,2.465144
unrelated,1.199197,2.557236,2.132457,1.199197,2.557236
unrelated,1.146125,2.455434,2.142379,1.146125,2.455434
unrelated,1.227638,2.611097,2.126927,1.227638,2.611097
unrelated,1.195023,2.549002,2.133016,1.195023,2.549002
unrelated,1.163628,2.490483,2.140274,0.581814,1.245241
unrelated,1.175352,2.511524,2.136827,1.175352,2.511524
unrelated,1.161968,2.487057,2.140383,1.161968,2.487057
unrelated,1.129881,2.425499,2.146686,1.129881,2.425499
unrelated,1.213265,2.580408,2.126830,1.213265,2.580408
unrelated,1.235414,2.624175,2.124126,1.235414,2.624175
unrelated,1.229438,2.611388,2.124051,1.229438,2.611388
unrelated,1.263629,2.676206,2.117874,1.263629,2.676206
unrelated,1.163390,2.489837,2.140157,1.163390,2.489837
unrelated,1.152911,2.469723,2.142162,1.152911,2.469723
unrelated,1.102615,2.372492,2.151696,1.102615,2.372492
unrelated,1.141488,2.446228,2.143017,1.141488,2.446228
unrelated,1.118716,2.402742,2.147768,1.118716,2.402742
unrelated,0.863751,1.878198,2.174465,0.431876,0.939099
unrelated,0.931725,2.015399,2.163083,0.931725,2.015399
unrelated,0.939214,2.031970,2.163478,0.939214,2.031970
unrelated,0.909036,1.969976,2.167104,0.909036,1.969976
unrelated,0.958156,2.071911,2.162394,0.958156,2.071911
unrelated,0.732787,1.581980,2.158853,0.732787,1.581980
unrelated,0.667259,1.432304,2.146551,0.667259,1.432304
unrelated,0.677049,1.458097,2.153607,0.677049,1.458097
unrelated,0.782211,1.683394,2.152096,0.782211,1.683394
unrelated,0.852400,1.847786,2.167746,0.852400,1.847786
unrelated,0.893194,1.937411,2.169081,0.893194,1.937411
unrelated,0.885588,1.923938,2.172497,0.885588,1.923938
unrelated,0.935857,2.027102,2.166038,0.935857,2.027102
siblings,0.219198,0.426590,1.946139,0.219198,0.426590
unrelated,0.100705,0.224213,2.226439,0.100705,0.224213
cousins,0.137207,0.311428,2.269757,0.137207,0.311428
cousins,0.099346,0.226236,2.277245,0.099346,0.226236
cousins,0.142450,0.313838,2.203144,0.142450,0.313838
unrelated,0.253161,0.569422,2.249252,0.084387,0.189807
unrelated,0.268124,0.591310,2.205364,0.134062,0.295655
unrelated,0.334160,0.741433,2.218796,0.334160,0.741433
unrelated,0.389139,0.864221,2.220856,0.389139,0.864221
unrelated,0.383308,0.857755,2.237767,0.383308,0.857755
unrelated,0.350312,0.791829,2.260351,0.350312,0.791829
unrelated,0.313088,0.677614,2.164293,0.313088,0.677614
unrelated,0.289366,0.633983,2.190939,0.289366,0.633983
unrelated,0.252607,0.542058,2.145854,0.252607,0.542058
unrelated,0.338630,0.731415,2.159925,0.338630,0.731415
unrelated,0.272800,0.604072,2.214337,0.272800,0.604072
unrelated,0.412074,0.912092,2.213419,0.412074,0.912092
unrelated,0.303443,0.687461,2.265534,0.303443,0.687461
unrelated,0.381165,0.861484,2.260132,0.381165,0.861484
unrelated,0.161124,0.363425,2.255560,0.080562,0.181713
unrelated,0.186198,0.422709,2.270209,0.186198,0.422709
unrelated,0.205798,0.464685,2.257960,0.205798,0.464685
unrelated,0.243944,0.552793,2.266067,0.243944,0.552793
unrelated,0.109377,0.248926,2.275856,0.109377,0.248926
unrelated,0.200834,0.418933,2.085967,0.200834,0.418933
unrelated,0.217087,0.492756,2.269851,0.217087,0.492756
unrelated,0.292354,0.554288,1.895946,0.292354,0.554288
unrelated,0.229706,0.436433,1.899961,0.229706,0.436433
unrelated,0.170076,0.373876,2.198283,0.170076,0.373876
unrelated,0.199206,0.417568,2.096159,0.199206,0.417568
unrelated,0.164167,0.372473,2.268869,0.164167,0.372473
unrelated,0.189126,0.414623,2.192311,0.189126,0.414623
unrelated,0.241082,0.545947,2.264572,0.120541,0.272973
unrelated,0.194989,0.441255,2.262977,0.194989,0.441255
unrelated,0.190154,0.431239,2.267839,0.190154,0.431239
unrelated,0.276343,0.620787,2.246440,0.276343,0.620787
unrelated,0.219096,0.496397,2.265661,0.219096,0.496397
unrelated,0.366891,0.820005,2.235010,0.366891,0.820005
unrelated,0.406854,0.863866,2.123281,0.406854,0.863866
unrelated,0.344526,0.742972,2.156507,0.344526,0.742972
unrelated,0.309996,0.669340,2.159190,0.309996,0.669340
unrelated,0.317414,0.708158,2.231028,0.317414,0.708158
unrelated,0.290806,0.647279,2.225809,0.290806,0.647279
unrelated,0.386265,0.859341,2.224748,0.386265,0.859341
unrelated,0.344347,0.779281,2.263067,0.344347,0.779281
unrelated,0.951894,2.070506,2.175144,0.237973,0.517626
unrelated,0.874403,1.916311,2.191564,0.291468,0.638770
unrelated,0.939669,2.050314,2.181954,0.469834,1.025157
unrelated,1.056007,2.279163,2.158284,1.056007,2.279163
unrelated,1.145166,2.446520,2.136390,1.145166,2.446520
unrelated,1.084340,2.332783,2.151338,1.084340,2.332783
unrelated,1.128461,2.410977,2.136518,1.128461,2.410977
unrelated,1.063961,2.294913,2.156953,1.063961,2.294913
unrelated,1.017653,2.205464,2.167206,1.017653,2.205464
unrelated,1.176045,2.505486,2.130433,1.176045,2.505486
unrelated,1.127353,2.417456,2.144365,1.127353,2.417456
unrelated,0.989226,2.147886,2.171278,0.989226,2.147886
unrelated,0.934678,2.034359,2.176534,0.934678,2.034359
unrelated,0.925159,2.007884,2.170313,0.925159,2.007884
unrelated,1.016805,2.202599,2.166195,1.016805,2.202599
unrelated,0.892418,1.949685,2.184720,0.446209,0.974842
unrelated,0.886758,1.934192,2.181194,0.886758,1.934192
unrelated,0.936661,2.039126,2.177015,0.936661,2.039126
unrelated,0.924155,2.014833,2.180190,0.924155,2.014833
unrelated,0.861861,1.888869,2.191616,0.861861,1.888869
unrelated,0.831733,1.817183,2.184816,0.831733,1.817183
unrelated,0.871916,1.901645,2.180995,0.871916,1.901645
unrelated,0.901080,1.960942,2.176214,0.901080,1.960942
unrelated,0.927907,2.017315,2.174049,0.927907,2.017315
unrelated,0.896933,1.963877,2.189546,0.896933,1.963877
unrelated,0.950585,2.064106,2.171407,0.950585,2.064106
unrelated,0.832203,1.831614,2.200922,0.832203,1.831614
unrelated,0.885775,1.939967,2.190136,0.885775,1.939967
unrelated,0.910619,1.990736,2.186134,0.455310,0.995368
unrelated,1.038158,2.241650,2.159257,1.038158,2.241650
unrelated,1.089434,2.327126,2.136086,1.089434,2.327126
unrelated,0.974666,2.118863,2.173937,0.974666,2.118863
unrelated,1.034583,2.237355,2.162568,1.034583,2.237355
unrelated,0.993075,2.156820,2.171859,0.993075,2.156820
unrelated,1.025017,2.217665,2.163541,1.025017,2.217665
unrelated,0.953904,2.077280,2.177662,0.953904,2.077280
unrelated,0.963376,2.096911,2.176628,0.963376,2.096911
unrelated,0.900333,1.970818,2.188989,0.900333,1.970818
unrelated,0.963639,2.092565,2.171523,0.963639,2.092565
unrelated,0.945300,2.059566,2.178743,0.945300,2.059566
unrelated,0.847349,1.861717,2.197106,0.847349,1.861717
unrelated,0.670756,1.429423,2.131062,0.223585,0.476474
unrelated,0.691982,1.468829,2.122640,0.345991,0.734414
unrelated,0.679168,1.442390,2.123760,0.679168,1.442390
unrelated,0.687204,1.478512,2.151490,0.687204,1.478512
unrelated,0.697228,1.498607,2.149377,0.697228,1.498607
unrelated,0.599579,1.277434,2.130552,0.599579,1.277434
unrelated,0.776777,1.653636,2.128842,0.776777,1.653636
unrelated,0.841681,1.806126,2.145857,0.841681,1.806126
unrelated,0.812239,1.730762,2.130851,0.812239,1.730762
unrelated,0.782343,1.668672,2.132915,0.782343,1.668672
unrelated,0.795351,1.718644,2.160862,0.795351,1.718644
unrelated,0.820676,1.774915,2.162747,0.820676,1.774915
unrelated,0.682840,1.462559,2.141877,0.682840,1.462559
unrelated,0.860059,1.863826,2.167090,0.860059,1.863826
unrelated,0.584892,1.210382,2.069412,0.292446,0.605191
unrelated,0.581253,1.213984,2.088564,0.581253,1.213984
unrelated,0.562709,1.155050,2.052658,0.562709,1.155050
unrelated,0.573739,1.221740,2.129436,0.573739,1.221740
unrelated,0.612240,1.269377,2.073331,0.612240,1.269377
unrelated,0.604564,1.246257,2.061413,0.604564,1.246257
unrelated,0.563728,1.149929,2.039865,0.563728,1.149929
unrelated,0.587135,1.216229,2.071465,0.587135,1.216229
unrelated,0.640844,1.329841,2.075138,0.640844,1.329841
unrelated,0.757282,1.607298,2.122455,0.757282,1.607298
unrelated,0.844781,1.809431,2.141893,0.844781,1.809431
unrelated,0.697830,1.472561,2.110198,0.697830,1.472561
unrelated,0.885560,1.899590,2.145072,0.885560,1.899590
unrelated,0.673591,1.460466,2.168179,0.336796,0.730233
unrelated,0.690731,1.497385,2.167825,0.690731,1.497385
unrelated,0.718637,1.565057,2.177814,0.718637,1.565057
unrelated,0.759994,1.661714,2.186482,0.759994,1.661714
unrelated,0.658995,1.447131,2.195965,0.658995,1.447131
unrelated,0.596132,1.285632,2.156623,0.596132,1.285632
unrelated,0.608958,1.308950,2.149492,0.608958,1.308950
unrelated,0.574921,1.230213,2.139796,0.574921,1.230213
unrelated,0.601145,1.299996,2.162532,0.601145,1.299996
unrelated,0.741176,1.631780,2.201610,0.741176,1.631780
unrelated,0.682357,1.505685,2.206595,0.682357,1.505685
unrelated,0.727539,1.602927,2.203219,0.727539,1.602927
unrelated,0.711122,1.558503,2.191613,0.711122,1.558503
unrelated,1.087355,2.338299,2.150447,0.362452,0.779433
unrelated,0.957197,2.070021,2.162586,0.478599,1.035011
unrelated,1.017015,2.188918,2.152297,1.017015,2.188918
unrelated,0.915105,1.990017,2.174632,0.915105,1.990017
unrelated,1.034169,2.215827,2.142616,1.034169,2.215827
unrelated,0.996429,2.150690,2.158398,0.996429,2.150690
unrelated,0.936439,2.033782,2.171826,0.936439,2.033782
unrelated,1.015167,2.183358,2.150737,1.015167,2.183358
unrelated,0.978022,2.119956,2.167596,0.978022,2.119956
unrelated,0.917026,1.996267,2.176891,0.917026,1.996267
unrelated,1.017629,2.172962,2.135319,1.017629,2.172962
unrelated,0.883960,1.931840,2.185438,0.883960,1.931840
unrelated,1.112700,2.338178,2.101354,1.112700,2.338178
unrelated,1.070263,2.266086,2.117316,1.070263,2.266086
unrelated,1.091931,2.344597,2.147203,0.545965,1.172298
unrelated,1.218420,2.571992,2.110925,1.218420,2.571992
unrelated,1.244141,2.601755,2.091205,1.244141,2.601755
unrelated,1.204420,2.547343,2.114995,1.204420,2.547343
unrelated,1.272699,2.670368,2.098193,1.272699,2.670368
unrelated,1.120229,2.401400,2.143668,1.120229,2.401400
unrelated,1.097463,2.359055,2.149552,1.097463,2.359055
unrelated,1.117813,2.394966,2.142548,1.117813,2.394966
unrelated,1.070526,2.306222,2.154289,1.070526,2.306222
unrelated,1.089555,2.333769,2.141947,1.089555,2.333769
unrelated,1.086937,2.335552,2.148746,1.086937,2.335552
unrelated,1.143030,2.428255,2.124401,1.143030,2.428255
unrelated,1.146742,2.446140,2.133120,1.146742,2.446140
unrelated,1.292826,2.686833,2.078264,0.646413,1.343417
unrelated,1.210063,2.550337,2.107607,1.210063,2.550337
unrelated,1.228170,2.591512,2.110059,1.228170,2.591512
unrelated,1.315975,2.722724,2.068979,1.315975,2.722724
unrelated,1.218078,2.569792,2.109710,1.218078,2.569792
unrelated,1.229487,2.570336,2.090577,1.229487,2.570336
unrelated,1.248563,2.604974,2.086378,1.248563,2.604974
unrelated,1.251225,2.592731,2.072155,1.251225,2.592731
unrelated,1.290588,2.654777,2.057028,1.290588,2.654777
unrelated,1.198012,2.529682,2.111567,1.198012,2.529682
unrelated,1.231235,2.593035,2.106044,1.231235,2.593035
unrelated,1.314598,2.730334,2.076934,1.314598,2.730334
unrelated,1.221207,2.569125,2.103759,1.221207,2.569125
unrelated,1.008624,2.160048,2.141579,0.252156,0.540012
unrelated,1.285151,2.715330,2.112848,0.428384,0.905110
unrelated,1.234810,2.622181,2.123550,0.617405,1.311091
unrelated,1.335013,2.801101,2.098183,1.335013,2.801101
unrelated,1.363105,2.846901,2.088541,1.363105,2.846901
unrelated,1.220940,2.596238,2.126426,1.220940,2.596238
unrelated,1.361507,2.851374,2.094278,1.361507,2.851374
unrelated,1.193857,2.545425,2.132103,1.193857,2.545425
unrelated,1.222858,2.599605,2.125844,1.222858,2.599605
unrelated,1.314043,2.762840,2.102549,1.314043,2.762840
unrelated,1.238933,2.629141,2.122100,1.238933,2.629141
unrelated,1.174066,2.505271,2.133841,1.174066,2.505271
unrelated,1.162927,2.483473,2.135535,1.162927,2.483473
unrelated,1.247583,2.645707,2.120666,1.247583,2.645707
unrelated,1.222092,2.598026,2.125884,1.222092,2.598026
unrelated,1.293172,2.729843,2.110966,0.646586,1.364922
unrelated,1.223000,2.599698,2.125673,1.223000,2.599698
unrelated,1.259363,2.667834,2.118399,1.259363,2.667834
unrelated,1.268995,2.685399,2.116162,1.268995,2.685399
unrelated,1.176391,2.509133,2.132907,1.176391,2.509133
unrelated,1.285698,2.716152,2.112590,1.285698,2.716152
unrelated,1.317045,2.772605,2.105171,1.317045,2.772605
unrelated,1.351840,2.834493,2.096767,1.351840,2.834493
unrelated,1.288814,2.720020,2.110483,1.288814,2.720020
unrelated,1.163761,2.487236,2.137240,1.163761,2.487236
unrelated,1.192136,2.541712,2.132066,1.192136,2.541712
unrelated,1.277491,2.699918,2.113454,1.277491,2.699918
unrelated,1.132475,2.427578,2.143604,1.132475,2.427578
unrelated,1.390884,2.904399,2.088168,0.695442,1.452200
unrelated,1.345723,2.824271,2.098702,1.345723,2.824271
unrelated,1.341258,2.816618,2.099982,1.341258,2.816618
unrelated,1.249910,2.650277,2.120374,1.249910,2.650277
unrelated,1.384359,2.892158,2.089168,1.384359,2.892158
unrelated,1.320578,2.780138,2.105243,1.320578,2.780138
unrelated,1.294317,2.732282,2.110985,1.294317,2.732282
unrelated,1.339205,2.813525,2.100893,1.339205,2.813525
unrelated,1.362597,2.855618,2.095716,1.362597,2.855618
unrelated,1.338122,2.811198,2.100854,1.338122,2.811198
unrelated,1.286219,2.717437,2.112732,1.286219,2.717437
unrelated,1.404132,2.923823,2.082299,1.404132,2.923823
unrelated,1.358802,2.848032,2.095988,1.358802,2.848032
unrelated,1.411716,2.941728,2.083796,0.470572,0.980576
unrelated,1.244118,2.636493,2.119167,0.622059,1.318247
unrelated,1.131184,2.416173,2.135968,1.131184,2.416173
unrelated,1.103194,2.361481,2.140585,1.103194,2.361481
unrelated,1.216293,2.583954,2.124451,1.216293,2.583954
unrelated,1.141270,2.436235,2.134670,1.141270,2.436235
unrelated,1.234924,2.618585,2.120443,1.234924,2.618585
unrelated,1.237643,2.624528,2.120586,1.237643,2.624528
unrelated,1.155842,2.461919,2.129979,1.155842,2.461919
unrelated,1.208092,2.567150,2.124962,1.208092,2.567150
unrelated,1.251054,2.650262,2.118424,1.251054,2.650262
unrelated,1.253663,2.654883,2.117701,1.253663,2.654883
unrelated,1.263346,2.673009,2.115817,1.263346,2.673009
unrelated,1.349383,2.832540,2.099137,1.349383,2.832540
unrelated,1.335690,2.807424,2.101853,0.667845,1.403712
unrelated,1.428979,2.971860,2.079709,1.428979,2.971860
unrelated,1.404406,2.929310,2.085800,1.404406,2.929310
unrelated,1.556407,3.182606,2.044842,1.556407,3.182606
unrelated,1.416604,2.950659,2.082911,1.416604,2.950659
unrelated,1.434209,2.980672,2.078269,1.434209,2.980672
unrelated,1.428937,2.971603,2.079590,1.428937,2.971603
unrelated,1.462332,3.027526,2.070341,1.462332,3.027526
unrelated,1.420224,2.956351,2.081609,1.420224,2.956351
unrelated,1.290915,2.725990,2.111672,1.290915,2.725990
unrelated,1.311067,2.762954,2.107409,1.311067,2.762954
unrelated,1.281024,2.707716,2.113713,1.281024,2.707716
unrelated,1.277458,2.701134,2.114460,1.277458,2.701134
unrelated,1.494026,3.079685,2.061333,0.747013,1.539842
unrelated,1.612301,3.263986,2.024427,1.612301,3.263986
unrelated,1.622291,3.271750,2.016747,1.622291,3.271750
unrelated,1.613789,3.268629,2.025438,1.613789,3.268629
unrelated,1.614102,3.268578,2.025013,1.614102,3.268578
unrelated,1.488638,3.069864,2.062196,1.488638,3.069864
unrelated,1.437975,2.984224,2.075295,1.437975,2.984224
unrelated,1.513576,3.111826,2.055943,1.513576,3.111826
unrelated,1.509531,3.104964,2.056906,1.509531,3.104964
unrelated,1.443500,2.992774,2.073277,1.443500,2.992774
unrelated,1.461147,3.022207,2.068380,1.461147,3.022207
unrelated,1.372108,2.872876,2.093767,1.372108,2.872876
unrelated,1.490370,3.068058,2.058588,1.490370,3.068058
unrelated,1.068921,2.295134,2.147151,0.356307,0.765045
unrelated,1.190945,2.533853,2.127599,0.595472,1.266926
unrelated,1.159948,2.471611,2.130794,1.159948,2.471611
unrelated,1.102192,2.355331,2.136951,1.102192,2.355331
unrelated,1.174615,2.501731,2.129830,1.174615,2.501731
unrelated,1.041276,2.224575,2.136393,1.041276,2.224575
unrelated,1.215161,2.583634,2.126166,1.215161,2.583634
unrelated,1.142034,2.442892,2.139071,1.142034,2.442892
unrelated,1.225661,2.602818,2.123604,1.225661,2.602818
unrelated,1.194817,2.543928,2.129136,1.194817,2.543928
unrelated,1.250919,2.650014,2.118454,1.250919,2.650014
unrelated,1.200675,2.554146,2.127258,1.200675,2.554146
unrelated,1.278068,2.701417,2.113671,1.278068,2.701417
unrelated,1.247155,2.642358,2.118710,1.247155,2.642358
unrelated,1.201033,2.558449,2.130206,0.600517,1.279224
unrelated,1.212754,2.580885,2.128120,1.212754,2.580885
unrelated,1.196296,2.549966,2.131552,1.196296,2.549966
unrelated,1.166212,2.493134,2.137805,1.166212,2.493134
unrelated,1.249896,2.648946,2.119334,1.249896,2.648946
unrelated,1.273001,2.692868,2.115370,1.273001,2.692868
unrelated,1.265577,2.678385,2.116336,1.265577,2.678385
unrelated,1.303004,2.747838,2.108849,1.303004,2.747838
unrelated,1.198498,2.554067,2.131056,1.198498,2.554067
unrelated,1.193939,2.543721,2.130528,1.193939,2.543721
unrelated,1.142552,2.444763,2.139739,1.142552,2.444763
unrelated,1.184452,2.522919,2.130031,1.184452,2.522919
unrelated,1.161855,2.480334,2.134805,1.161855,2.480334
unrelated,0.892535,1.926097,2.158009,0.446267,0.963049
unrelated,0.968024,2.077957,2.146596,0.968024,2.077957
unrelated,0.975548,2.094748,2.147253,0.975548,2.094748
unrelated,0.945200,2.032604,2.150449,0.945200,2.032604
unrelated,0.994681,2.135160,2.146579,0.994681,2.135160
unrelated,0.767497,1.639840,2.136607,0.767497,1.639840
unrelated,0.704844,1.495657,2.121968,0.704844,1.495657
unrelated,0.712711,1.517637,2.129387,0.712711,1.517637
unrelated,0.821907,1.751504,2.131024,0.821907,1.751504
unrelated,0.884550,1.901611,2.149805,0.884550,1.901611
unrelated,0.925031,1.991231,2.152610,0.925031,1.991231
unrelated,0.915111,1.973408,2.156470,0.915111,1.973408
unrelated,0.968582,2.082902,2.150466,0.968582,2.082902
unrelated,0.177566,0.345491,1.945701,0.177566,0.345491
cousins,0.185377,0.350923,1.893023,0.185377,0.350923
cousins,0.201256,0.378867,1.882514,0.201256,0.378867
cousins,0.195898,0.409859,2.092210,0.195898,0.409859
unrelated,0.258235,0.560347,2.169915,0.086078,0.186782
unrelated,0.254422,0.568442,2.234248,0.127211,0.284221
unrelated,0.319232,0.718414,2.250443,0.319232,0.718414
unrelated,0.360858,0.814269,2.256480,0.360858,0.814269
unrelated,0.348840,0.781448,2.240132,0.348840,0.781448
unrelated,0.380967,0.837551,2.198490,0.380967,0.837551
unrelated,0.246868,0.560782,2.271583,0.246868,0.560782
unrelated,0.248475,0.559530,2.251855,0.248475,0.559530
unrelated,0.182372,0.410352,2.250085,0.182372,0.410352
unrelated,0.235971,0.537365,2.277249,0.235971,0.537365
unrelated,0.236539,0.525290,2.220730,0.236539,0.525290
unrelated,0.334325,0.756709,2.263390,0.334325,0.756709
unrelated,0.334928,0.725589,2.166398,0.334928,0.725589
unrelated,0.388105,0.834822,2.151022,0.388105,0.834822
unrelated,0.278194,0.553618,1.990039,0.139097,0.276809
unrelated,0.305923,0.635121,2.076079,0.305923,0.635121
unrelated,0.316291,0.647474,2.047083,0.316291,0.647474
unrelated,0.316002,0.683737,2.163712,0.316002,0.683737
unrelated,0.245537,0.499477,2.034220,0.245537,0.499477
unrelated,0.341879,0.639877,1.871648,0.341879,0.639877
unrelated,0.283064,0.578646,2.044219,0.283064,0.578646
unrelated,0.441548,0.783234,1.773839,0.441548,0.783234
unrelated,0.391294,0.701033,1.791575,0.391294,0.701033
unrelated,0.183818,0.387958,2.110557,0.183818,0.387958
unrelated,0.170867,0.381096,2.230363,0.170867,0.381096
unrelated,0.275107,0.581929,2.115282,0.275107,0.581929
unrelated,0.163256,0.343602,2.104690,0.163256,0.343602
unrelated,0.322694,0.669154,2.073652,0.161347,0.334577
unrelated,0.293025,0.630898,2.153047,0.293025,0.630898
unrelated,0.302895,0.650484,2.147556,0.302895,0.650484
unrelated,0.406717,0.854180,2.100183,0.406717,0.854180
unrelated,0.315176,0.682143,2.164322,0.315176,0.682143
unrelated,0.428595,0.891063,2.079030,0.428595,0.891063
unrelated,0.491574,0.953336,1.939352,0.491574,0.953336
unrelated,0.444502,0.876148,1.971076,0.444502,0.876148
unrelated,0.427139,0.844868,1.977973,0.427139,0.844868
unrelated,0.396279,0.812602,2.050578,0.396279,0.812602
unrelated,0.381138,0.774529,2.032151,0.381138,0.774529
unrelated,0.445912,0.921676,2.066945,0.445912,0.921676
unrelated,0.355123,0.756173,2.129325,0.355123,0.756173
unrelated,0.778520,1.723535,2.213861,0.194630,0.430884
unrelated,0.698460,1.550325,2.219634,0.232820,0.516775
unrelated,0.758547,1.667186,2.197869,0.379273,0.833593
unrelated,0.873710,1.896914,2.171104,0.873710,1.896914
unrelated,0.963349,2.065338,2.143916,0.963349,2.065338
unrelated,0.899499,1.944416,2.161666,0.899499,1.944416
unrelated,0.946289,2.021150,2.135869,0.946289,2.021150
unrelated,0.883379,1.917986,2.171193,0.883379,1.917986
unrelated,0.824193,1.809700,2.195723,0.824193,1.809700
unrelated,0.988483,2.117032,2.141699,0.988483,2.117032
unrelated,0.937938,2.030008,2.164330,0.937938,2.030008
unrelated,0.792902,1.749867,2.206914,0.792902,1.749867
unrelated,0.739308,1.642223,2.221297,0.739308,1.642223
unrelated,0.722663,1.608674,2.226037,0.722663,1.608674
unrelated,0.812432,1.790519,2.203900,0.812432,1.790519
unrelated,0.715461,1.590980,2.223714,0.357730,0.795490
unrelated,0.712566,1.586768,2.226838,0.712566,1.586768
unrelated,0.759043,1.683238,2.217578,0.759043,1.683238
unrelated,0.756328,1.676710,2.216908,0.756328,1.676710
unrelated,0.700115,1.556662,2.223437,0.700115,1.556662
unrelated,0.657979,1.471060,2.235725,0.657979,1.471060
unrelated,0.694762,1.549399,2.230115,0.694762,1.549399
unrelated,0.724585,1.612660,2.225633,0.724585,1.612660
unrelated,0.748662,1.663152,2.221500,0.748662,1.663152
unrelated,0.754731,1.656278,2.194527,0.754731,1.656278
unrelated,0.827321,1.779026,2.150347,0.827321,1.779026
unrelated,0.702473,1.545609,2.200241,0.702473,1.545609
unrelated,0.754469,1.646976,2.182961,0.754469,1.646976
unrelated,0.730399,1.616357,2.212978,0.365200,0.808179
unrelated,0.866296,1.871950,2.160866,0.866296,1.871950
unrelated,0.931896,1.972080,2.116201,0.931896,1.972080
unrelated,0.804325,1.752443,2.178773,0.804325,1.752443
unrelated,0.862174,1.873574,2.173082,0.862174,1.873574
unrelated,0.813336,1.780443,2.189062,0.813336,1.780443
unrelated,0.851896,1.848415,2.169766,0.851896,1.848415
unrelated,0.789903,1.721400,2.179255,0.789903,1.721400
unrelated,0.788788,1.722646,2.183915,0.788788,1.722646
unrelated,0.727467,1.598901,2.197903,0.727467,1.598901
unrelated,0.795942,1.718835,2.159499,0.795942,1.718835
unrelated,0.775797,1.689319,2.177528,0.775797,1.689319
unrelated,0.673200,1.493890,2.219088,0.673200,1.493890
unrelated,0.476435,1.058447,2.221596,0.158812,0.352816
unrelated,0.512550,1.134372,2.213192,0.256275,0.567186
unrelated,0.488540,1.081930,2.214620,0.488540,1.081930
unrelated,0.505286,1.129939,2.236235,0.505286,1.129939
unrelated,0.508571,1.136125,2.233958,0.508571,1.136125
unrelated,0.414988,0.925379,2.229895,0.414988,0.925379
unrelated,0.605947,1.339709,2.210932,0.605947,1.339709
unrelated,0.681439,1.510977,2.217332,0.681439,1.510977
unrelated,0.642609,1.419929,2.209632,0.642609,1.419929
unrelated,0.620311,1.372981,2.213375,0.620311,1.372981
unrelated,0.620644,1.385256,2.231967,0.620644,1.385256
